classname,post-release-bugs,pre-release-bugs,numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy
org::apache::lucene::search::QueryUtils,0,9,11,3,0,5,352,128,32,192,128,17.4545,151.143,74.1039,26,1,13,14,28,0,0,0,167,8,9,0,2,0,6,56,25,10.3357,0.47489,0.0769022,0.396811,0.142307
org::apache::lucene::search::QueryWrapperFilter,0,2,3,0,0,2,16,15,5.33333,1,1,0.333333,78.1429,39.9107,10,2,5,5,15,0,1,0,32,6,21,1,0,0,6,16,7,2.46006,0.00590838,0.00959337,0.0751859,0.0230982
org::apache::lucene::search::RangeFilter,0,4,8,0,0,6,239,126,29.875,76,54,9.5,202.143,160.397,6,2,1,5,36,0,7,0,59,9,21,7,1,0,8,28,29,8.49681,0.185602,0.0972412,0.392917,0.227999
org::apache::lucene::search::RangeQuery,1,3,25,4,0,10,319,104,12.76,288,92,11.52,367.143,202.125,12,3,5,7,105,1,6,2,85,15,49,6,1,0,13,49,54,13.4571,0.185802,0.0993444,0.494687,0.210123
org::apache::lucene::search::RangeTermEnum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,5,6,0,7,0,75,4,24,7,0,0,2,15,26,0,0,0,0,0
org::apache::lucene::search::RemoteCachingWrapperFilter,0,3,4,0,0,2,13,12,3.25,2,1,0.5,78.2857,39.4286,2,2,0,2,3,1,1,0,11,3,21,0,0,0,3,9,3,3.6986,0.0053998,0.0615157,0.221084,0.129997
org::apache::lucene::search::RemoteCachingWrapperFilterHelper,0,3,4,0,0,2,3,2,0.75,4,2,1,78.2857,28.4762,5,3,1,4,3,0,1,1,22,3,24,1,0,0,3,10,5,3.6986,0.00272334,0.0615157,0.221084,0.129997
org::apache::lucene::search::RemoteSearchable,0,2,13,0,0,6,96,23,7.38462,94,51,7.23077,325,137.792,7,2,3,4,45,0,1,0,50,10,44,1,0,0,10,25,14,7.96475,0.106482,0.0132445,0.193443,0.00417724
org::apache::lucene::search::ReqExclScorer,0,0,2,0,0,2,7,6,3.5,6,5,3,193.286,80.0816,4,3,1,3,21,0,3,0,79,7,17,3,1,0,6,28,24,3.0742,0.0169033,0.00472009,0.0731342,0.00117257
org::apache::lucene::search::ReqOptSumScorer,0,0,2,0,0,2,7,6,3.5,6,5,3,193.286,80.0816,4,3,1,3,15,0,3,0,41,6,17,3,0,0,6,18,12,3.0742,0.0169033,0.00472009,0.0731342,0.00117257
org::apache::lucene::search::SampleComparable,0,0,2,0,0,2,2,1,1,2,1,1,200.429,33.6429,5,1,1,4,6,0,2,0,86,4,18,0,0,2,4,12,5,1.45008,0.00155124,0.00214814,0.0344245,0.00018773
org::apache::lucene::search::ScoreDoc,0,0,5,1,0,3,35,14,7,64,51,12.8,368.143,113.457,1,1,1,0,0,1,2,0,4,1,18,0,0,2,1,1,1,1.64243,0.00391152,0.00325183,0.0418737,0.00116335
org::apache::lucene::search::Scorer,0,1,14,2,0,8,183,46,13.0714,152,54,10.8571,368.143,183.101,25,2,25,0,6,16,1,0,6,4,13,1,0,0,3,4,2,5.59993,0.0866711,0.0166679,0.156288,0.0332368
org::apache::lucene::search::Searcher,0,6,24,2,0,8,256,68,10.6667,133,51,5.54167,368.143,159.17,38,2,38,1,55,3,1,0,16,11,26,1,0,0,10,13,5,10.3467,0.220623,0.0638529,0.352466,0.171877
org::apache::lucene::search::Similarity,1,4,28,5,0,11,694,250,24.7857,282,51,10.0714,368.143,162.464,29,1,27,2,78,4,2,0,22,13,18,2,0,0,13,17,7,12.5926,0.433618,0.0302525,0.334176,0.0355882
org::apache::lucene::search::SimilarityDelegator,0,1,5,1,0,5,12,6,2.4,8,5,1.6,187.286,82.5595,3,2,2,1,36,0,1,0,27,9,31,1,0,0,9,17,9,4.30098,0.0172787,0.0113271,0.11495,0.0228795
org::apache::lucene::search::SloppyPhraseScorer,0,3,11,1,0,8,262,142,23.8182,152,51,13.8182,368.143,254.441,6,4,2,4,10,0,4,5,139,5,27,4,3,0,0,30,40,3.75035,0.148683,0.0273738,0.136886,0.0778025
org::apache::lucene::search::Sort,1,3,16,1,0,7,331,145,20.6875,216,102,13.5,242.143,20.4074,5,1,3,2,6,0,3,0,20,4,18,0,0,1,4,10,6,5.92561,0.0160268,0.0638892,0.2724,0.123015
org::apache::lucene::search::SortComparator,0,1,5,0,0,4,22,18,4.4,8,4,1.6,229,135.37,4,2,1,3,3,0,0,0,19,3,19,0,0,0,2,6,1,2.1402,0.0158288,0.00623405,0.0604822,0.00782807
org::apache::lucene::search::SortField,1,4,14,2,0,7,134,36,9.57143,22,5,1.57143,242.143,50.0437,6,1,4,2,21,0,18,0,44,7,18,4,0,1,7,20,13,6.60956,0.0283922,0.0719954,0.30796,0.153127
org::apache::lucene::search::SpanFilter,0,2,2,0,0,2,2,1,1,2,1,1,64,14.2143,1,2,1,0,0,2,0,0,0,1,21,0,0,0,1,1,0,2.35,0.0016348,0.00996333,0.0740046,0.0254293
org::apache::lucene::search::SpanFilterResult,0,2,2,0,0,2,24,23,12,3,2,1.5,64,27.244,3,1,3,0,6,0,3,0,13,4,9,3,0,0,4,4,4,2.35,0.00932962,0.00996333,0.0740046,0.0254293
org::apache::lucene::search::SpanQueryFilter,0,2,3,0,0,3,5,4,1.66667,6,4,2,64,22.7429,7,3,1,6,21,0,1,0,40,7,22,0,0,0,7,24,10,3.30197,0.00427818,0.0732474,3.31753,0.114553
org::apache::lucene::search::TermQuery,0,3,19,6,0,8,206,82,10.8421,147,51,7.73684,368.143,103.945,80,2,73,7,21,1,1,0,30,7,39,1,0,0,6,25,10,7.5969,0.0870623,0.015019,0.1906,0.0158696
org::apache::lucene::search::TermScorer,0,0,17,1,0,7,212,51,12.4706,142,51,8.35294,368.143,124.301,8,3,2,6,21,0,11,0,81,7,17,11,0,0,6,29,19,2.64198,0.0281195,0.00502175,0.0666518,0.00155324
org::apache::lucene::search::TermsFilter,0,4,7,1,0,3,101,30,14.4286,22,16,3.14286,136.571,98.8543,6,2,3,3,15,0,1,0,63,6,21,0,0,1,6,36,15,6.54006,0.0654453,0.106414,3.45598,0.207561
org::apache::lucene::search::TimeLimitedCollector,1,2,2,1,0,1,40,39,20,2,1,1,34.1429,4.875,5,2,1,4,15,0,8,0,30,6,11,6,0,1,6,12,8,1.72811,0.00945138,0.0103356,0.0613279,0.0358361
org::apache::lucene::search::TopDocCollector,0,3,7,1,0,6,38,17,5.42857,24,7,3.42857,144.286,107.947,5,2,2,3,6,1,3,0,32,4,11,1,0,0,3,10,9,6.78032,0.064671,0.0805721,0.323633,0.173886
org::apache::lucene::search::TopDocs,0,2,7,1,0,4,50,15,7.14286,67,51,9.57143,368.143,151.086,6,1,6,0,3,1,3,0,11,3,18,1,0,2,3,3,3,4.17568,0.0338708,0.0108385,0.112667,0.0169694
org::apache::lucene::search::TopFieldDocCollector,0,2,6,0,0,6,22,14,3.66667,12,5,2,144.286,83.3571,3,3,0,3,3,0,1,2,29,3,15,1,0,0,3,13,6,6.14206,0.0409547,0.0486591,0.23221,0.116134
org::apache::lucene::search::TopFieldDocs,0,2,6,0,0,3,13,6,2.16667,12,5,2,242.143,117.78,1,2,1,0,0,0,1,2,4,1,21,0,0,1,0,1,1,5.42599,0.0216352,0.0582676,0.245446,0.108156
org::apache::lucene::search::WildcardQuery,0,1,9,2,0,6,56,13,6.22222,73,51,8.11111,368.143,172.074,10,3,6,4,6,0,1,2,19,4,49,1,0,0,3,12,7,3.23668,0.0262769,0.00471624,0.0761413,0.000949908
org::apache::lucene::search::WildcardTermEnum,0,1,13,2,0,7,278,119,21.3846,228,118,17.5385,368.143,80.5118,5,3,1,4,15,0,8,0,133,6,24,0,0,6,5,31,26,3.2211,0.0203438,0.00528871,0.078161,0.00123854
org::apache::lucene::search::function::ByteFieldSource,0,2,2,0,0,1,2,1,1,2,1,1,70.1429,13.5714,4,3,0,4,10,0,1,0,43,5,31,1,0,0,5,13,8,2.69823,0.00414041,0.00980001,0.0811239,0.0200228
org::apache::lucene::search::function::CustomScoreQuery,0,3,5,2,0,2,172,165,34.4,56,49,11.2,70.1429,27.4377,9,2,1,8,78,2,3,0,88,13,39,3,0,0,12,44,28,6.48196,0.155219,0.0523836,0.252522,0.150075
org::apache::lucene::search::function::DocValues,0,3,3,0,0,2,15,13,5,21,19,7,70.1429,24.1429,12,1,9,3,78,1,4,0,52,13,9,4,1,0,11,28,12,3.87796,0.0250367,0.0135441,0.115313,0.0256072
org::apache::lucene::search::function::FieldCacheSource,0,3,3,1,0,2,3,1,1,7,4,2.33333,70.1429,28.9048,5,2,4,1,28,4,1,0,23,8,23,1,0,0,8,13,7,3.78532,0.0134348,0.0604282,0.220687,0.121571
org::apache::lucene::search::function::FieldScoreQuery,0,1,2,1,0,2,2,1,1,2,1,1,70.1429,30.8571,2,3,2,0,1,0,0,1,18,2,46,0,1,0,1,8,6,2.76207,0.00363758,0.035341,0.132005,0.103588
org::apache::lucene::search::function::FloatFieldSource,0,3,3,0,0,2,3,1,1,4,2,1.33333,70.1429,31.3333,4,3,0,4,10,0,1,0,39,5,31,1,0,0,5,13,8,3.93677,0.00562569,0.0617223,0.227022,0.126922
org::apache::lucene::search::function::IntFieldSource,0,3,3,0,0,2,3,1,1,3,1,1,70.1429,12.1429,5,3,1,4,10,0,1,0,43,5,31,1,0,0,5,13,8,3.87796,0.00552515,0.0135441,0.115313,0.0256072
org::apache::lucene::search::function::OrdFieldSource,0,3,3,0,0,2,3,1,1,4,2,1.33333,70.1429,31.3333,4,2,1,3,10,0,2,0,36,5,23,1,0,0,5,10,6,3.93677,0.00562569,0.0617223,0.227022,0.126922
org::apache::lucene::search::function::ReverseOrdFieldSource,0,3,3,0,0,2,3,1,1,4,2,1.33333,70.1429,31.3333,4,2,1,3,10,0,2,0,44,5,23,1,0,1,5,10,6,3.93677,0.00562569,0.0617223,0.227022,0.126922
org::apache::lucene::search::function::ShortFieldSource,0,2,2,0,0,1,3,2,1.5,3,2,1.5,70.1429,18.0952,4,3,0,4,10,0,1,0,43,5,31,1,0,0,5,13,8,2.69823,0.00544118,0.00980001,0.0811239,0.0200228
org::apache::lucene::search::function::ValueSource,0,3,3,0,0,3,2,1,0.666667,3,1,1,70.1429,4.64286,4,1,4,0,10,3,0,0,3,5,18,0,0,0,5,6,1,3.87796,0.00487477,0.0135441,0.115313,0.0256072
org::apache::lucene::search::function::ValueSourceQuery,1,2,3,2,0,2,5,3,1.66667,7,3,2.33333,70.1429,24.2571,9,2,3,6,21,1,1,0,26,7,39,0,0,1,6,20,9,3.95872,0.0153674,0.0400426,0.16897,0.113967
org::apache::lucene::search::highlight::DefaultEncoder,0,1,2,0,0,2,1,1,0.5,2,1,1,191.429,0,0,1,0,0,1,0,0,0,5,2,10,0,0,0,2,2,2,2.49732,0.00812201,0.0532261,0.173442,0.106908
org::apache::lucene::search::highlight::GradientFormatter,0,0,4,0,0,2,4,1,1,4,1,1,196.714,0.75,5,1,1,4,21,1,16,0,132,7,10,2,2,12,3,46,23,0.740259,0.0284715,0.000755367,0.016145,4.54E-06
org::apache::lucene::search::highlight::Highlighter,0,6,14,4,0,7,208,46,14.8571,106,46,7.57143,191.429,62.5446,29,1,17,12,105,0,7,0,280,15,9,5,1,0,14,86,46,12.8567,0.573647,0.114258,0.518075,0.2776
org::apache::lucene::search::highlight::NullFragmenter,0,0,2,0,0,2,7,6,3.5,6,5,3,151.571,44.3265,4,1,4,0,3,0,0,0,5,3,11,0,0,0,3,3,2,3.0352,0.00794454,0.00507112,0.0739787,0.00123629
org::apache::lucene::search::highlight::QueryScorer,0,0,1,0,0,1,1,1,1,1,1,1,234.714,0,3,1,1,2,15,0,5,0,45,6,12,1,0,4,6,18,11,0,0,0,0,0
org::apache::lucene::search::highlight::QueryTermExtractor,0,0,1,0,0,1,1,1,1,1,1,1,234.714,0,8,1,0,8,6,0,0,0,61,4,9,0,3,0,1,27,14,0,0,0,0,0
org::apache::lucene::search::highlight::SimpleFragmenter,0,0,1,0,0,1,1,1,1,1,1,1,234.714,0,7,1,6,1,10,0,3,0,20,5,11,3,0,0,5,6,6,0,0,0,0,0
org::apache::lucene::search::highlight::SimpleHTMLEncoder,0,1,3,1,0,2,9,8,3,3,1,1,191.429,26.9206,3,1,1,2,3,0,0,0,49,3,10,0,0,0,3,17,11,3.14666,0.191643,0.0540233,0.188199,0.106929
org::apache::lucene::search::highlight::SimpleHTMLFormatter,0,0,2,0,0,2,2,1,1,2,1,1,234.714,7.71429,8,1,6,2,1,0,2,0,16,2,10,0,0,2,2,6,3,0,0,0,0,0
org::apache::lucene::search::highlight::SimpleSpanFragmenter,0,2,2,0,0,2,2,1,1,2,1,1,23.1429,8.07143,5,1,1,4,3,0,7,0,40,3,11,7,0,0,3,12,10,2.46341,0.00545206,0.0399775,0.135853,0.132707
org::apache::lucene::search::highlight::SpanGradientFormatter,0,1,3,0,0,3,7,6,2.33333,8,5,2.66667,190,95.7143,4,2,0,4,1,0,2,14,35,2,15,2,0,0,2,12,6,4.04759,0.0130581,0.00827961,0.102943,0.00675749
org::apache::lucene::search::highlight::SpanScorer,0,3,3,0,0,3,7,5,2.33333,7,5,2.33333,23.1429,15.8775,7,1,3,4,45,0,7,0,77,10,12,7,1,0,9,29,19,3.70195,0.010403,0.0918998,0.281751,0.239606
org::apache::lucene::search::highlight::TextFragment,0,0,1,0,0,1,1,1,1,1,1,1,234.714,0,4,1,3,1,21,0,5,0,24,7,9,0,0,5,6,9,7,0,0,0,0,0
org::apache::lucene::search::highlight::TokenGroup,0,0,1,0,0,1,1,1,1,1,1,1,219.286,0,6,1,5,1,45,0,9,0,54,10,9,1,0,8,7,24,13,0,0,0,0,0
org::apache::lucene::search::highlight::TokenSources,0,4,5,0,0,5,70,43,14,18,8,3.6,190,146.902,2,1,0,2,1,0,0,0,21,2,9,0,0,0,2,7,5,6.46103,0.0597259,0.0948869,0.346366,0.229954
org::apache::lucene::search::highlight::WeightedSpanTerm,0,1,1,0,0,1,1,1,1,1,1,1,23.1429,0,4,2,4,0,15,0,2,2,33,6,14,1,0,1,6,10,9,1.05147,0.00465413,0.00844083,0.0416713,0.0334121
org::apache::lucene::search::highlight::WeightedSpanTermExtractor,0,5,5,0,0,3,467,460,93.4,440,433,88,23.1429,3.83695,27,1,1,26,55,0,5,0,269,11,9,5,6,0,5,144,56,4.9693,0.197344,0.103994,0.33567,0.288668
org::apache::lucene::search::highlight::WeightedTerm,0,0,1,0,0,1,1,1,1,1,1,1,234.714,0,4,1,4,0,10,1,2,0,16,5,9,0,0,2,5,5,5,0,0,0,0,0
org::apache::lucene::search::payloads::BoostingTermQuery,0,7,10,1,0,3,56,43,5.6,51,26,5.1,80,9.34694,4,4,1,3,3,0,0,1,13,3,54,0,0,0,2,6,5,8.28731,0.0780494,0.0362422,0.261043,0.0944933
org::apache::lucene::search::payloads::PayloadHelper,0,2,2,0,0,2,4,3,2,4,3,2,7,2.25,4,1,1,3,1,0,6,0,21,2,9,3,0,0,2,16,2,2.65048,0.0037685,0.0834589,0.24008,0.206194
org::apache::lucene::search::payloads::PayloadSpanUtil,0,2,2,1,0,2,2,1,1,2,1,1,7,2.14286,15,1,1,14,6,0,1,0,117,4,9,1,2,0,2,52,27,2.65048,0.00178812,0.0834589,0.24008,0.206194
org::apache::lucene::search::regex::JakartaRegexpCapabilities,0,0,4,0,1,2,43,21,10.75,6,5,1.5,145,10.4851,4,1,1,3,15,0,1,0,23,6,12,1,0,0,6,14,12,4.11562,0.0629032,0.00674772,0.0999354,0.00140016
org::apache::lucene::search::regex::JavaUtilRegexCapabilities,0,0,4,0,1,2,45,23,11.25,6,5,1.5,145,10.4,3,1,0,3,10,0,1,0,22,5,12,1,0,0,5,12,11,4.11562,0.0645639,0.00674772,0.0999354,0.00140016
org::apache::lucene::search::regex::RegexQuery,0,0,1,0,0,1,1,1,1,1,1,1,151.571,0,6,3,2,4,15,0,1,2,27,6,51,1,0,0,5,17,10,1.39276,0.00403302,0.00181929,0.032105,7.29E-05
org::apache::lucene::search::regex::RegexTermEnum,0,0,2,0,0,1,2,1,1,2,1,1,151.571,0.857143,6,3,1,5,10,0,4,0,34,5,24,4,0,0,4,18,8,1.3633,0.00348653,0.0017908,0.0314662,7.47E-05
org::apache::lucene::search::regex::SpanRegexQuery,0,1,4,1,0,2,4,1,1,4,1,1,151.571,3.39286,15,3,2,13,66,0,2,0,73,12,46,2,0,0,12,41,18,3.1498,0.0172968,0.0041937,0.0729263,0.000191932
org::apache::lucene::search::similar::MoreLikeThis,0,0,1,0,0,1,1,1,1,1,1,1,194.286,0,18,1,1,17,496,0,22,0,285,32,9,12,4,0,28,105,68,1.43177,0.0129918,0.00146826,0.0312605,9.22E-06
org::apache::lucene::search::similar::MoreLikeThisQuery,0,3,6,0,0,4,44,17,7.33333,3,1,0.5,136.571,53.5227,4,2,1,3,171,0,8,0,74,19,39,3,0,5,19,31,20,5.69695,0.0806006,0.0616937,0.261994,0.114258
org::apache::lucene::search::similar::SimilarityQueries,0,0,1,0,0,1,1,1,1,1,1,1,194.286,0,5,1,0,5,1,0,0,0,28,2,9,0,1,0,1,14,6,1.43177,0.0129918,0.00146826,0.0312605,9.22E-06
org::apache::lucene::search::spans::NearSpansOrdered,1,2,3,1,0,3,42,35,14,16,10,5.33333,101.714,79.1939,6,2,1,6,91,0,12,0,166,14,16,12,5,0,9,63,50,3.71322,0.0223112,0.0360555,0.152729,0.10086
org::apache::lucene::search::spans::NearSpansUnordered,0,3,4,2,0,4,67,51,16.75,27,12,6.75,101.714,85.6567,7,2,1,7,120,0,10,0,151,16,16,10,7,0,9,80,51,4.66519,0.0409413,0.0993396,3.39625,0.189983
org::apache::lucene::search::spans::SpanFirstQuery,0,2,8,0,0,6,94,24,11.75,14,7,1.75,244.714,117.313,13,3,7,6,66,0,2,0,98,12,44,2,0,0,12,31,18,7.83578,0.196659,0.0412861,0.247252,0.10083
org::apache::lucene::search::spans::SpanNearQuery,0,3,11,1,0,7,107,23,9.72727,23,5,2.09091,244.714,88.3137,24,3,17,9,78,0,4,0,113,13,44,4,0,0,13,65,33,9.72561,0.327863,0.0439444,0.291386,0.101251
org::apache::lucene::search::spans::SpanNotQuery,0,4,11,2,0,7,108,26,9.81818,22,8,2,244.714,113.093,11,3,4,7,66,0,2,0,144,12,44,2,0,0,12,34,21,8.83948,0.267342,0.0428683,0.271437,0.101025
org::apache::lucene::search::spans::SpanOrQuery,1,3,12,1,0,6,12,1,1,12,1,1,244.714,95.4643,17,3,10,7,55,0,2,0,170,11,44,2,0,0,11,59,29,10.4552,0.0654643,0.0459837,0.312237,0.102246
org::apache::lucene::search::spans::SpanQuery,0,1,6,0,0,5,50,21,8.33333,14,6,2.33333,244.714,129.906,12,2,12,1,10,6,0,0,6,5,39,0,0,0,4,6,2,5.5834,0.0319304,0.0380942,0.194271,0.100661
org::apache::lucene::search::spans::SpanQueue,0,0,3,1,0,2,3,1,1,3,1,1,244.714,0.619048,2,2,0,2,1,0,0,1,16,2,19,0,0,0,1,8,4,0,0,0,0,0
org::apache::lucene::search::spans::SpanScorer,0,3,8,2,0,5,66,23,8.25,48,22,6,244.714,106.316,7,3,2,5,21,1,8,0,57,7,17,0,0,0,5,31,15,6.64038,0.118494,0.063301,0.285468,0.113346
org::apache::lucene::search::spans::SpanTermQuery,0,3,11,2,0,6,80,17,7.27273,77,62,7,244.714,77.3893,27,3,20,7,45,1,1,0,36,10,44,0,0,0,10,33,13,10.4963,0.103477,0.0461827,0.313174,0.103685
org::apache::lucene::search::spans::SpanWeight,0,3,8,1,0,6,64,22,8,45,20,5.625,244.714,78.933,10,2,1,10,21,1,7,0,97,7,24,0,0,0,7,50,12,6.7985,0.058815,0.0121093,0.168035,0.00451784
org::apache::lucene::search::spans::TermSpans,0,2,2,0,0,1,16,15,8,2,1,1,80,68.4375,5,2,2,3,45,0,6,0,64,10,16,0,0,0,10,23,16,2.89247,0.00666415,0.0351921,0.134178,0.102147
org::apache::lucene::search::spell::JaroWinklerDistance,0,1,1,0,0,1,1,1,1,1,1,1,16,0,2,1,1,1,10,0,1,0,73,5,10,1,1,0,4,25,19,0.938338,0.0048406,0.0111861,0.0440916,0.0447485
org::apache::lucene::search::spell::LevensteinDistance,1,1,2,0,0,2,3,2,1.5,3,2,1.5,16,0.047619,2,1,1,1,1,0,0,0,71,2,10,0,0,0,2,7,8,0.938338,0.0145218,0.0111861,0.0440916,0.0447485
org::apache::lucene::search::spell::LuceneDictionary,0,0,1,0,0,1,1,1,1,1,1,1,205.143,0,4,1,2,2,1,0,2,0,7,2,10,2,0,0,2,4,2,0,0,0,0,0
org::apache::lucene::search::spell::PlainTextDictionary,0,0,1,0,0,1,1,1,1,1,1,1,205.143,0,2,1,1,1,1,0,3,0,6,2,10,3,0,0,2,4,2,0,0,0,0,0
org::apache::lucene::search::spell::SpellChecker,0,0,1,0,0,1,1,1,1,1,1,1,205.143,0,16,1,3,13,105,0,7,0,176,15,9,5,6,1,9,74,48,0,0,0,0,0
org::apache::lucene::search::spell::SuggestWord,0,0,1,0,0,1,1,1,1,1,1,1,205.143,0,2,1,2,0,1,0,3,0,19,2,9,0,0,3,1,2,5,0,0,0,0,0
org::apache::lucene::search::spell::SuggestWordQueue,0,0,1,0,0,1,1,1,1,1,1,1,205.143,0,3,2,1,2,1,0,0,1,9,2,19,0,0,0,0,4,2,0,0,0,0,0
org::apache::lucene::store::AlreadyClosedException,0,1,1,0,0,1,1,1,1,1,1,1,82,0,4,1,4,0,0,0,0,0,3,1,29,0,0,0,1,1,1,1.45269,0.00044025,0.00350248,0.0389943,0.00253864
org::apache::lucene::store::BufferedIndexInput,0,6,12,3,0,5,145,52,12.0833,52,13,4.33333,211.857,132.914,7,2,5,2,78,4,6,0,131,13,33,4,2,0,8,36,30,7.86104,0.165435,0.0576741,0.29089,0.13975
org::apache::lucene::store::BufferedIndexOutput,0,3,7,1,0,4,63,35,9,18,7,2.57143,210.143,89.0612,1,2,0,1,28,0,4,0,58,8,24,3,0,0,7,18,14,6.09962,0.0701341,0.0127713,0.157212,0.00759033
org::apache::lucene::store::ChecksumIndexInput,0,1,1,0,0,1,1,1,1,1,1,1,34.2857,0,3,2,0,3,28,0,2,0,28,8,33,0,0,2,8,18,8,1.12713,0.00181519,0.00645093,0.0393921,0.0217025
org::apache::lucene::store::ChecksumIndexOutput,0,2,2,0,0,1,25,24,12.5,1,1,0.5,34.2857,11.6571,4,2,1,3,55,0,2,0,45,11,24,0,0,2,11,29,11,2.31429,0.0219407,0.0168265,0.0880797,0.0634498
org::apache::lucene::store::Directory,1,11,22,3,0,6,241,45,10.9545,128,51,5.81818,368.143,217.232,74,1,69,5,153,7,2,0,64,18,9,0,0,1,17,35,18,11.9647,0.189867,0.119783,3.59951,0.218627
org::apache::lucene::store::FSDirectory,5,30,81,15,1,10,1262,128,15.5802,890,108,10.9877,368.143,204.577,1,2,1,0,1,3,4,2,6,2,27,3,0,0,2,2,2,27.817,1.41357,0.146834,0.914975,0.314159
org::apache::lucene::store::GCJDirectory,0,1,4,0,0,3,14,7,3.5,8,5,2,211.286,49.398,3,3,0,3,0,0,0,3,9,1,29,0,0,0,1,7,2,2.88097,0.00440662,0.0551741,0.187772,0.108062
org::apache::lucene::store::GCJIndexInput,0,1,4,0,0,3,9,6,2.25,9,5,2.25,211.286,74.3492,2,2,1,1,55,0,6,0,14,11,33,4,2,2,9,14,5,2.88097,0.00440662,0.0551741,0.187772,0.108062
org::apache::lucene::store::IndexInput,0,2,6,0,0,4,88,29,14.6667,15,7,2.5,211.857,126.529,46,1,45,1,120,12,3,0,89,16,18,3,1,0,15,37,24,4.67638,0.0430511,0.0145387,0.132192,0.0296045
org::apache::lucene::store::IndexOutput,0,5,8,0,0,4,95,25,11.875,24,9,3,210.143,137.215,33,1,31,2,105,5,3,0,61,15,9,3,0,0,15,30,19,7.66773,0.0545415,0.0281528,0.229457,0.0641037
org::apache::lucene::store::Lock,1,5,20,1,0,8,184,50,9.2,165,51,8.25,366.857,165.044,13,1,10,3,3,9,3,0,29,3,9,0,0,1,3,12,8,9.15338,0.0710578,0.0208316,0.239519,0.0219847
org::apache::lucene::store::LockFactory,0,4,6,1,0,2,32,11,5.33333,14,5,2.33333,110.143,26.9509,6,1,6,0,6,6,1,0,6,4,9,0,0,0,4,4,2,6.48779,0.0345617,0.0146122,0.17039,0.0113508
org::apache::lucene::store::LockObtainFailedException,0,1,1,0,0,1,1,1,1,1,1,1,85,0,3,1,3,0,0,0,0,0,3,1,27,0,0,0,1,1,1,1.09884,0.00126433,0.00252752,0.0291281,0.00157239
org::apache::lucene::store::LockReleaseFailedException,0,1,1,0,0,1,1,1,1,1,1,1,46.8571,0,2,1,2,0,0,0,0,0,3,1,27,0,0,0,1,1,1,1.33267,0.0015355,0.00544545,0.0416711,0.0127467
org::apache::lucene::store::LockVerifyServer,0,1,2,1,0,2,1,1,0.5,3,2,1.5,53,0,5,1,0,5,1,0,0,0,57,2,9,0,1,0,1,25,9,2.36108,0.00282275,0.00943583,0.0732947,0.0214563
org::apache::lucene::store::MMapDirectory,1,2,8,3,0,5,159,128,19.875,44,16,5.5,210.143,10.2749,0,3,0,0,1,0,1,3,5,2,29,1,0,0,1,3,2,5.27595,0.0274984,0.0107263,0.134671,0.00713072
org::apache::lucene::store::MockRAMDirectory,0,17,14,6,0,1,269,89,19.2143,38,16,2.71429,94.2857,36.2459,18,3,10,9,253,0,11,4,195,23,48,2,2,9,19,97,61,12.4762,0.194189,0.0519984,0.387965,0.134258
org::apache::lucene::store::MockRAMInputStream,0,5,4,3,0,2,33,19,8.25,15,7,3.75,83.4286,15.0433,4,3,1,3,3,0,3,1,44,3,49,3,0,0,3,11,6,3.57285,0.0271034,0.0130631,0.107049,0.0287692
org::apache::lucene::store::MockRAMOutputStream,0,9,7,2,0,2,28,10,4,10,3,1.42857,94.2857,34,3,3,1,3,10,0,3,1,61,5,35,2,0,1,5,19,15,6.71691,0.0166888,0.0240711,0.199952,0.0523294
org::apache::lucene::store::NIOFSDirectory,2,1,1,0,0,1,1,1,1,1,1,1,5.57143,0,2,3,0,2,1,0,0,3,6,2,29,0,0,0,1,6,2,1.25985,0.000772812,0.0364986,0.101967,0.0980091
org::apache::lucene::store::NativeFSLockFactory,0,10,9,3,0,2,213,119,23.6667,194,92,21.5556,103.286,12.9215,8,2,2,6,10,0,1,1,53,5,13,1,1,0,3,28,14,8.56136,0.335887,0.0222024,0.233121,0.0260645
org::apache::lucene::store::NoLockFactory,0,2,3,1,0,2,8,6,2.66667,7,5,2.33333,110.143,10.1607,3,2,3,0,6,0,2,1,7,4,13,2,0,0,4,4,3,3.64676,0.00834589,0.00728374,0.0931516,0.00280479
org::apache::lucene::store::RAMDirectory,3,19,37,8,0,11,393,112,10.6216,373,95,10.0811,368.143,174.639,26,2,19,7,66,2,3,2,114,12,36,1,0,2,12,55,22,14.0755,0.203273,0.0409222,0.387802,0.0687205
